e34cdab5-c2b4-40eb-807b-d9d31474a36e,Chevrolet,Avalanche,2009,8334.23,2003-11-10
4b26b6d7-94fb-4f3a-8dff-eb88df03fd8b,Pontiac,Vibe,2007,3851.67,2017-02-22
04afd22a-a1e9-4853-94b0-c1dab380bff4,GMC,Savana 1500,2005,9307.33,2016-11-20
360c053c-3c6f-4e97-adc1-cab3fe464a25,Nissan,350Z,2008,1791.08,2007-04-21
2d0af2c2-d234-4146-b390-8f3aac402e4e,Subaru,Alcyone SVX,1994,3183.11,2002-12-28
737b5fff-ce84-45b1-b910-3c7556e108f5,Buick,LeSabre,2005,9801.47,2018-01-06
02f2216c-e698-49fc-8f93-90708dd8af2e,Ford,Thunderbird,1996,4369.71,2008-12-24
593e83ae-372f-4798-95a0-dbce066334cb,Pontiac,Tempest,1961,9187.39,2017-07-09
f998b142-ed17-452e-bc64-da545e1a9d23,Subaru,XT,1985,4633.99,2008-06-03
475e36db-a904-4bd1-b283-05af1014a1a2,Mazda,MX-5,1994,7003.72,2006-07-10
08b58fe6-bddc-422b-aa10-782bf0429ae5,Kia,Rio,2012,3065.35,2017-11-25
8ce01118-236f-4df7-9e9c-2a878f811632,Toyota,Highlander,2001,151.92,2013-01-24
84f40c27-e971-4533-b21f-52b46c86ce77,Acura,SLX,1998,4726.17,2011-07-10
addfae0d-e81a-41de-aad1-ad91ec432a8e,Mazda,CX-7,2012,1285.45,2019-07-29
c3a2b537-146d-4d43-b4c9-861c662414ad,Volkswagen,Jetta,2007,3728.62,2005-01-28
7526409b-cc4e-4598-a75d-11fae438e6b8,Ford,Th!nk,2001,9566.91,2006-05-30
c411e68f-57e5-42dc-95a1-795d0dacefdf,GMC,2500 Club Coupe,1998,6510.94,2017-12-26
bfda3bb4-9336-4a88-87bc-81b7a537156e,Chevrolet,HHR,2010,7710.31,2018-02-19
fd4c843c-53df-4a01-b0ee-de0388591c97,Dodge,Colt,1989,1024.16,2015-06-25
9a6abfc4-857f-42c7-b0e1-8b64c3234d86,GMC,Envoy,2006,4936.19,2011-11-30
249fecb4-f504-4396-8aec-1264ab2a0a59,BMW,645,2005,9954.20,2011-02-19
e0b64f58-8cb9-4e23-bbbc-b3f356ed45ef,Cadillac,DeVille,2003,5859.67,2015-06-02
f299fd80-03ec-46b2-b1af-9b838e3676f8,Acura,NSX,2001,4873.97,2002-04-27
26b0964f-c267-4cf9-a58d-e3538a33b79a,Toyota,RAV4,1997,2246.29,2013-01-28
d4730855-4f7c-45a4-ba0b-90f2a4972696,Toyota,Camry,2012,1370.49,2002-06-06
0bc3134e-8359-4136-8cca-1431716358b7,Mazda,MX-5,1997,8140.55,2002-04-11
db1b8657-37b0-4806-8a34-87df2578cf96,Cadillac,Escalade,2002,8932.05,2006-11-30
35f86518-f64f-4aeb-9259-bb97495e4f0e,Land Rover,LR4,2011,4660.06,2011-06-01
2eaaf339-0f94-424b-a000-7762c34967cb,Honda,Ridgeline,2007,9704.04,2005-10-09
ef0af166-40c4-4555-b918-50ffd747aed6,Dodge,Intrepid,1994,2805.09,2011-10-21
ecdda959-2200-4c18-9b63-6b36b1fd71ae,Dodge,Aries,1981,6933.46,2005-08-26
afefb239-4567-47a2-a69c-1e46c49a1b78,Buick,Century,1998,9505.66,2004-06-08
11199e2a-06de-4b81-8a1a-44a9513d4f08,Toyota,Tacoma,2008,2836.39,2009-03-14
2cb52443-a424-4c21-be5a-b328020d2c36,Pontiac,Grand Prix,1977,2911.39,2004-11-29
9202f2da-18d2-4d5d-bf02-3e0cf6c5c66e,Pontiac,Tempest,1965,3707.55,2006-09-20
a555a96e-6136-46d2-8e3d-b695060268f2,Dodge,Ram Van 2500,2003,6851.59,2005-10-14
e274d03f-1e40-4b83-8756-27db0024d43c,Oldsmobile,Toronado,1966,7633.78,2005-01-09
3606a770-43ed-4f2a-ad8a-992f128f938e,Buick,Lucerne,2006,6564.13,2014-02-03
8cd84bfe-b762-48e2-8f7a-f217715d3922,Buick,Lucerne,2010,2386.87,2014-10-21
ba43c2ee-53b7-40e4-a859-044d4d8fe774,Isuzu,Trooper,2001,2864.45,2004-08-07
835a0dd2-27dc-403c-a5c6-c0e984b60675,Kia,Sephia,2001,5978.24,2003-04-06
7e13e697-557a-4099-a262-d85664f86e41,Buick,Park Avenue,1993,4613.74,2015-11-10
a0d069aa-f007-426e-b4eb-32a989d70fa2,Volvo,XC90,2008,8679.40,2014-11-02
b97d250e-b27d-4745-8ffa-9c6246d8ecfd,Kia,Sportage,2000,6218.97,2002-09-25
b8cf2e6d-9341-45fe-a53e-ca72263e1a00,GMC,Sierra 3500,2000,9677.48,2012-07-16
96c9a002-e163-46e9-98d9-a59c0df0afc3,Buick,LeSabre,1992,4792.63,2015-01-25
833939c8-f479-493c-a4c4-67fee7daa6a8,Audi,S4,2000,8814.49,2015-06-24
61538325-bb51-4bf9-ae89-5b3eb9ea3718,Cadillac,Escalade ESV,2008,3927.00,2004-06-11
c19c7456-9220-4ff7-9ff8-07a38c70a7e0,Volvo,XC70,2005,5674.93,2003-02-19
c19e214e-cec0-4729-93ee-362f474980b5,Audi,Coupe GT,1987,5809.80,2005-04-23
21eef0e1-25b5-4237-bddb-25714ec30074,Mercedes-Benz,E-Class,2011,8196.61,2010-10-19
3e6d6436-d903-472c-93d6-c3d330b91392,Mitsubishi,Galant,1987,2640.50,2012-05-31
53479277-acee-411e-a032-9a2e8de35d05,Buick,Century,1990,7778.46,2016-06-03
70fbc12d-50f5-4be2-bc0b-f3c2ccbebe4c,BMW,X5,2005,1458.60,2014-11-27
94f317b5-b76f-4618-b383-f4d9892bb61d,Pontiac,Turbo Firefly,1990,380.70,2016-12-24
9d4fc2eb-171e-4b4a-b9b1-abb75b73b509,Mazda,Miata MX-5,2006,4064.29,2002-04-25
7fb06044-378a-476a-a4c2-f0a082be02c6,Mercury,Sable,1999,7342.07,2002-09-22
2d11d143-7934-47a8-88a0-d032db649e1c,Bentley,Continental Flying Spur,2012,1916.32,2010-03-12
b8a4662c-7e13-4dfc-b7ec-13f5fed9a70e,Hyundai,Tiburon,2006,8295.35,2002-01-19
6471ab8b-8f39-49fd-ab3f-be83ab96fa20,Volkswagen,Golf III,1994,9549.02,2018-07-19
468e0791-8350-4f42-9a23-3c22c1cf89c0,Volkswagen,GTI,1991,9789.97,2018-05-10
b6603108-ec80-4800-a0e9-fccd45620a53,Mitsubishi,Chariot,1991,7704.85,2001-05-07
635a3326-3cbd-4dc1-9ddc-969da2c2585d,Subaru,Forester,1998,6247.79,2010-08-31
305c8254-7d34-4fb3-ab0d-ebbe363c35c2,BMW,1 Series,2008,7481.68,2013-06-10
3e0db4fa-9521-4db1-b17a-1a29afe5e1ea,GMC,Savana 1500,2003,475.82,2010-04-21
ba97e0ac-daa2-420d-9ac6-8a2e7f3a935c,Aston Martin,Vantage,2008,1849.91,2003-11-30
546fcc24-1b7c-4f27-b34e-c60f6ca80e52,Mazda,Miata MX-5,2002,7630.78,2016-06-14
b57a03e0-4d9e-4a23-931f-32ffe073e70e,Chevrolet,G-Series 1500,1996,9599.13,2010-10-25
d4019d56-815a-4840-8a43-3722e4644698,GMC,Yukon,1993,9096.39,2014-05-18
70d8f4c0-4081-4b29-a66c-c55ee083a8da,Buick,Regal,1987,3434.84,2004-05-28
aae763f8-5859-48cb-bbaf-d812362c989f,Mazda,B-Series,1991,8120.06,2018-06-27
faefe1a4-f957-4354-91f4-108807e6e40d,Buick,Skyhawk,1984,2581.05,2014-03-11
0d3bb19e-675f-4cb7-b364-cdbeb49498f5,GMC,Yukon XL 1500,2008,9414.81,2009-03-12
70472737-f92a-48eb-92ee-93ed36086568,Lexus,ES,1996,7073.04,2009-09-14
d2cf64d3-32d5-4fad-97a7-c1690c456a63,Mercury,Grand Marquis,1989,8655.02,2018-10-12
4055960f-2221-4635-a44d-2a1060e8c3ae,Plymouth,Colt Vista,1992,4538.45,2005-09-28
dbcf4e63-9f25-404f-9501-de8611a2acd9,Rolls-Royce,Ghost,2012,3792.78,2009-03-26
000490c3-fb1c-4474-ade8-4bbb2de61c46,Chevrolet,TrailBlazer,2009,5801.92,2010-10-20
a2aec13e-3c47-4486-b91a-0d5341e12844,GMC,1500,1993,4062.09,2003-10-19
2109fdba-6b67-4ddf-a584-8bc5d6faa3b0,Lotus,Exige,2010,7248.12,2015-08-06
012b0cc6-f032-4069-92cf-c80e26866de7,Buick,Rendezvous,2005,5333.08,2014-06-04
d976c1c2-1a93-4f99-bc6e-d3c5dde35f95,Acura,RL,2012,3915.95,2000-12-19
2141c91b-5625-4988-a0bd-8817556addac,Porsche,Cayenne,2012,3905.50,2002-08-09
3bc2910a-d6ba-422c-9d4b-61af19ae8827,Mitsubishi,Mirage,1984,4060.73,2015-03-23
18afb1f9-200e-48bb-9099-cce91c034475,Audi,A4,2009,8487.24,2013-10-09
ab32b537-c714-4c4b-8da5-97afa356710a,Kia,Mohave/Borrego,2009,8545.85,2004-08-07
504a7eef-ab66-4a70-a6fe-ba9871a46a02,Maybach,62,2012,7016.14,2018-11-11
3aae35e7-a700-4a6c-9d95-06e574a41ec1,Chrysler,LHS,1995,8230.94,2017-10-15
02a3aa97-4add-4018-804a-c56238e39f57,Volvo,XC90,2011,6404.06,2001-12-20
3c9c14fb-29b8-4aa3-bcd5-b47970d59d6f,Scion,tC,2011,9547.92,2013-02-10
857f29dc-1886-464d-beaf-c0057e7483be,Jeep,Grand Cherokee,2008,4386.50,2006-12-28
9b898f9e-be98-463f-8545-043e0272f472,Cadillac,Eldorado,1992,5431.00,2011-12-02
1a932475-a67c-4628-94bb-f1d00d55e4fb,Chrysler,300M,2002,744.30,2015-06-07
dffd806f-ce88-4b95-9582-3b4bbb242211,Ford,Edge,2010,5970.82,2004-05-27
621368be-de2e-4744-a300-51b0bb6d9555,Pontiac,Grand Prix,1990,8565.39,2003-10-07
b5a4ca75-f318-4cc0-99b9-ece7507bdced,Chevrolet,Suburban 2500,2009,2712.60,2014-07-07
185aec48-48e9-4f71-8f1c-5d08c4d490da,Chrysler,Imperial,1926,4897.15,2007-08-16
0343a09f-17de-4dc9-b776-6ac4767e585d,Mazda,626,1995,8760.91,2005-04-03
3fe1e969-926b-4fb2-996d-a5da60e96b00,Subaru,Legacy,1991,2705.68,2013-08-29
f6f35dce-1778-46cb-9650-0df46ae10a7a,BMW,X5,2003,9555.32,2014-02-25
3f4eff07-2d89-4159-9ab8-8272f6bfafeb,Lexus,IS F,2008,1455.38,2009-07-25
deaeeff0-5297-4472-a383-460ee3675e5a,Toyota,Avalon,2000,4234.50,2004-09-10
d76c61d2-a668-4dbb-bc3e-9c42555e9fe7,Subaru,Legacy,1990,3692.38,2016-02-27
f109cccb-eb25-4c9c-bb17-6694f98c66ee,Chrysler,New Yorker,1992,3172.40,2009-10-22
8dfd2a55-855a-490a-a793-e582a2a1e0c8,Ford,E250,1984,3420.13,2018-06-09
d67fec16-7254-4644-ba7c-cf3617648b64,Cadillac,Escalade ESV,2007,9382.24,2008-12-11
60964910-b4fe-4dc2-8d56-e0704c8f2a35,GMC,Yukon XL 1500,2004,5990.04,2010-11-17
0274463b-b11c-4369-9d14-e40b9959010e,Subaru,Legacy,2003,6485.48,2001-10-24
149e35e0-f1ad-491c-90ee-4fbc19721bbc,Toyota,Tercel,1995,2835.90,2015-12-05
1484f24a-c17c-4200-b77f-dbb757e7dc23,Honda,Civic GX,2003,7732.78,2003-12-03
409d0eb1-b7c6-4ce4-bdfd-e3074f49b7ef,Infiniti,G,2004,4661.82,2018-09-08
73270776-8865-4c6e-93a2-fa92d6b48237,Nissan,Xterra,2007,8865.75,2003-07-19
e7b54989-48fa-48d6-a82b-b9e02cf0ad97,Lexus,ES,1999,6343.96,2015-12-16
d0d37d4c-99ec-46dc-bf4e-ebfa5e5db1b1,Saab,9000,1999,6990.94,2009-12-16
d9b35db4-0d3f-48aa-8c99-9104a61dc6d8,Lamborghini,Gallardo,2010,9377.19,2009-08-04
2f780a0d-2778-4a5d-8988-9e6306ca2918,Toyota,RAV4,2001,346.34,2004-02-29
1ea899fa-0fcb-447c-992a-aa473f937c58,Toyota,Matrix,2007,1467.23,2010-10-21
a72a177e-2329-4c1c-bcdc-4cbb260b2a63,Toyota,Matrix,2008,5815.16,2002-12-22
8fa4a50d-198c-4e79-afcc-68d4493391ed,Audi,Quattro,1993,2583.62,2019-06-26
9c399ef0-2c14-40d5-979c-3efd2363725b,Toyota,FJ Cruiser,2007,6755.24,2012-05-09
a1ce0c7f-0495-4923-9e22-981511c54dea,Chevrolet,Tahoe,1995,4125.86,2018-01-13
233b3947-e7e2-41b0-ae6e-27589790114d,Lamborghini,Aventador,2012,2465.10,2006-12-27
a50ff290-780f-4677-86de-54462291f725,Mercedes-Benz,S-Class,1997,201.04,2008-02-23
b74c28ea-3900-4e17-a78d-f0d78cd264c5,Mercedes-Benz,SL-Class,1993,886.29,2011-10-21
c549d462-e6c4-4787-8b06-3b8541ffeabc,Isuzu,i-Series,2008,1584.36,2004-02-25
cbde6547-00b6-4ca0-b61e-8c52d307ca8b,Volkswagen,Golf,2004,951.93,2005-05-12
d06f45ea-c2ae-4af3-9ccc-c805a699b300,Scion,xA,2004,8931.06,2004-12-24
da033624-34ae-4574-b847-7bc213a7dc01,Jeep,Liberty,2005,2297.41,2016-09-16
870261fe-c17a-4da2-a73a-1d15d2a854e9,Aston Martin,Vanquish S,2006,4896.23,2007-06-24
a9dc519f-92e8-4a47-9c49-5525f00bbb5e,Honda,Civic Si,2005,6117.02,2001-12-08
b272d7ea-a4b7-4f48-b145-b141049d6551,Honda,Accord,2000,6653.57,2005-11-18
e84462e0-cc65-4665-b106-29f58be25728,Toyota,Xtra,1994,5093.57,2015-11-17
7e25f7dd-29ca-450d-804c-18264c0401b4,GMC,Vandura G3500,1996,9125.88,2017-01-24
42e12d69-9e0d-48a2-b9ee-b92ff24db8dc,Ford,Escape,2005,570.66,2013-01-08
293ee74c-29ba-4edc-bd39-21c21445697b,Mitsubishi,Chariot,1986,6984.47,2004-08-24
